Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn,TenureGroup,WarehouseDistanceCat,RecencyStatus,Tenure_Days,Churn_Score,Churn_Risk_Level,Tenure_Bucket
6.0,36.0,5,Mobile Phone,4,Single,3,0,2.0,153.37,0,0-6 Months (New),Far,Active,180.0,0.11,Low Risk (<30%),4-6 Months (Mid-High)
11.0,34.0,2,Laptop & Accessory,3,Single,6,1,4.0,188.97,1,6-24 Months (Regular),Far,Active,330.0,0.57,Medium Risk (30-70%),7-12 Months (Moderate)
19.0,13.0,3,Fashion,3,Married,7,0,7.0,208.45,0,6-24 Months (Regular),Moderate,Active,570.0,0.0,Low Risk (<30%),12+ Months (Loyal)
26.0,6.0,4,Fashion,4,Single,9,0,3.0,229.45,0,24+ Months (Loyal),Near,Active,780.0,0.0,Low Risk (<30%),12+ Months (Loyal)
12.0,28.0,3,Fashion,5,Single,2,1,8.0,208.8,0,6-24 Months (Regular),Far,Active,360.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
11.0,13.0,4,Laptop & Accessory,2,Divorced,6,0,2.0,190.02,0,6-24 Months (Regular),Moderate,Active,330.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
14.0,7.0,4,Grocery,5,Married,4,0,17.0,293.23,0,6-24 Months (Regular),Near,Active,420.0,0.0,Low Risk (<30%),12+ Months (Loyal)
16.0,10.0,2,Laptop & Accessory,1,Married,4,1,4.0,177.31,0,6-24 Months (Regular),Near,Active,480.0,0.0,Low Risk (<30%),12+ Months (Loyal)
0.0,30.0,3,Mobile Phone,4,Single,9,0,2.0,135.97,0,0-6 Months (New),Far,Active,0.0,0.0,Low Risk (<30%),0-3 Months (High Risk)
21.0,9.0,4,Grocery,3,Married,5,0,7.0,296.69,0,6-24 Months (Regular),Near,Active,630.0,0.0,Low Risk (<30%),12+ Months (Loyal)
5.0,19.0,4,Mobile Phone,2,Divorced,10,1,3.0,164.29,0,0-6 Months (New),Moderate,Active,150.0,0.02,Low Risk (<30%),4-6 Months (Mid-High)
14.0,15.0,5,Fashion,4,Married,4,0,9.0,262.57,0,6-24 Months (Regular),Moderate,Active,420.0,0.01,Low Risk (<30%),12+ Months (Loyal)
15.0,35.0,3,Laptop & Accessory,3,Married,3,0,2.0,145.56,0,6-24 Months (Regular),Far,Active,450.0,0.0,Low Risk (<30%),12+ Months (Loyal)
25.0,33.0,4,Grocery,3,Divorced,4,0,18.0,288.07,0,24+ Months (Loyal),Far,Active,750.0,0.0,Low Risk (<30%),12+ Months (Loyal)
20.0,11.0,5,Others,4,Married,4,0,9.0,312.89,0,6-24 Months (Regular),Moderate,Active,600.0,0.07,Low Risk (<30%),12+ Months (Loyal)
6.0,13.0,3,Laptop & Accessory,5,Married,1,0,3.0,143.73,0,0-6 Months (New),Moderate,Active,180.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
30.0,7.0,3,Others,5,Married,4,1,5.0,297.01,0,24+ Months (Loyal),Near,Active,900.0,0.02,Low Risk (<30%),12+ Months (Loyal)
8.0,35.0,5,Laptop & Accessory,3,Married,3,0,8.0,192.12,0,6-24 Months (Regular),Far,Active,240.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
6.0,13.0,3,Laptop & Accessory,5,Divorced,1,0,3.0,143.73,0,0-6 Months (New),Moderate,Active,180.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
11.0,16.0,6,Grocery,3,Married,9,0,11.0,254.36,1,6-24 Months (Regular),Moderate,Active,330.0,0.63,Medium Risk (30-70%),7-12 Months (Moderate)
8.0,29.0,3,Mobile Phone,5,Married,4,1,2.0,140.14,0,6-24 Months (Regular),Far,Active,240.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
2.0,8.0,4,Mobile Phone,5,Married,3,0,3.0,160.91,0,0-6 Months (New),Near,Active,60.0,0.0,Low Risk (<30%),0-3 Months (High Risk)
8.0,13.0,4,Laptop & Accessory,3,Single,3,0,11.0,173.09,0,6-24 Months (Regular),Moderate,Active,240.0,0.03,Low Risk (<30%),7-12 Months (Moderate)
7.0,21.0,3,Fashion,1,Married,2,0,5.0,179.78,1,6-24 Months (Regular),Far,Active,210.0,0.9,High Risk (>70%),7-12 Months (Moderate)
22.0,24.0,3,Laptop & Accessory,1,Married,2,1,7.0,168.04,0,6-24 Months (Regular),Far,Active,660.0,0.0,Low Risk (<30%),12+ Months (Loyal)
23.0,14.0,3,Mobile Phone,2,Divorced,5,0,0.0,123.8,0,6-24 Months (Regular),Moderate,Active,690.0,0.04,Low Risk (<30%),12+ Months (Loyal)
0.0,15.0,1,Mobile Phone,3,Married,2,0,4.0,144.01,0,0-6 Months (New),Moderate,Active,0.0,0.12,Low Risk (<30%),0-3 Months (High Risk)
1.0,23.0,6,Mobile Phone,5,Single,3,1,8.0,164.19,1,0-6 Months (New),Far,Active,30.0,0.89,High Risk (>70%),0-3 Months (High Risk)
28.0,6.0,1,Grocery,2,Married,3,0,0.0,247.32,0,24+ Months (Loyal),Near,Active,840.0,0.0,Low Risk (<30%),12+ Months (Loyal)
7.0,15.0,5,Mobile Phone,2,Single,2,0,3.0,148.42,0,6-24 Months (Regular),Moderate,Active,210.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
0.0,10.0,4,Laptop & Accessory,1,Single,2,1,4.0,158.28,1,0-6 Months (New),Near,Active,0.0,0.95,High Risk (>70%),0-3 Months (High Risk)
1.0,7.0,4,Mobile Phone,2,Single,3,1,9.0,151.86,1,0-6 Months (New),Near,Active,30.0,0.93,High Risk (>70%),0-3 Months (High Risk)
1.0,22.0,5,Mobile Phone,5,Married,2,0,4.0,172.74,0,0-6 Months (New),Far,Active,30.0,0.17,Low Risk (<30%),0-3 Months (High Risk)
7.0,14.0,4,Fashion,3,Divorced,2,0,8.0,241.91,0,6-24 Months (Regular),Moderate,Active,210.0,0.02,Low Risk (<30%),7-12 Months (Moderate)
12.0,17.0,4,Laptop & Accessory,2,Single,3,1,4.0,181.66,0,6-24 Months (Regular),Moderate,Active,360.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
11.0,35.0,3,Laptop & Accessory,2,Divorced,4,0,7.0,162.61,0,6-24 Months (Regular),Far,Active,330.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
16.0,31.0,4,Fashion,5,Married,3,1,9.0,199.06,0,6-24 Months (Regular),Far,Active,480.0,0.01,Low Risk (<30%),12+ Months (Loyal)
6.0,22.0,4,Laptop & Accessory,1,Married,7,0,3.0,191.67,0,0-6 Months (New),Far,Active,180.0,0.01,Low Risk (<30%),4-6 Months (Mid-High)
28.0,8.0,4,Others,5,Married,9,0,0.0,290.38,0,24+ Months (Loyal),Near,Active,840.0,0.0,Low Risk (<30%),12+ Months (Loyal)
9.0,7.0,5,Fashion,5,Married,3,1,7.0,202.52,0,6-24 Months (Regular),Near,Active,270.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
2.0,14.0,4,Mobile Phone,1,Married,7,0,3.0,125.32,0,0-6 Months (New),Moderate,Active,60.0,0.0,Low Risk (<30%),0-3 Months (High Risk)
18.0,7.0,4,Laptop & Accessory,5,Married,7,1,4.0,179.54,0,6-24 Months (Regular),Near,Active,540.0,0.01,Low Risk (<30%),12+ Months (Loyal)
0.0,15.0,3,Mobile Phone,5,Single,2,0,2.0,127.28,0,0-6 Months (New),Moderate,Active,0.0,0.23,Low Risk (<30%),0-3 Months (High Risk)
18.0,31.0,4,Laptop & Accessory,1,Married,1,0,8.0,159.06,0,6-24 Months (Regular),Far,Active,540.0,0.0,Low Risk (<30%),12+ Months (Loyal)
2.0,25.0,3,Laptop & Accessory,1,Married,5,0,2.0,142.62,0,0-6 Months (New),Far,Active,60.0,0.0,Low Risk (<30%),0-3 Months (High Risk)
29.0,7.0,4,Fashion,1,Married,5,0,3.0,227.39,0,24+ Months (Loyal),Near,Active,870.0,0.0,Low Risk (<30%),12+ Months (Loyal)
8.0,8.0,3,Laptop & Accessory,1,Married,3,0,7.0,157.62,0,6-24 Months (Regular),Near,Active,240.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
27.0,7.0,5,Grocery,3,Married,6,1,3.0,254.649999999999,0,24+ Months (Loyal),Near,Active,810.0,0.0,Low Risk (<30%),12+ Months (Loyal)
24.0,7.0,4,Grocery,2,Married,11,0,4.0,298.99,0,6-24 Months (Regular),Near,Active,720.0,0.0,Low Risk (<30%),12+ Months (Loyal)
6.0,31.0,4,Laptop & Accessory,1,Married,3,0,8.0,178.09,0,0-6 Months (New),Far,Active,180.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
27.0,13.0,4,Laptop & Accessory,2,Single,4,0,3.0,149.5,0,24+ Months (Loyal),Moderate,Active,810.0,0.01,Low Risk (<30%),12+ Months (Loyal)
1.0,33.0,4,Mobile Phone,1,Married,3,0,3.0,154.04,0,0-6 Months (New),Far,Active,30.0,0.29,Low Risk (<30%),0-3 Months (High Risk)
5.0,7.0,6,Laptop & Accessory,3,Married,2,0,5.0,168.45,0,0-6 Months (New),Near,Active,150.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
15.0,29.0,4,Laptop & Accessory,1,Married,5,1,4.0,179.67,0,6-24 Months (Regular),Far,Active,450.0,0.01,Low Risk (<30%),12+ Months (Loyal)
1.0,7.0,6,Mobile Phone,3,Single,3,0,1.0,138.59,1,0-6 Months (New),Near,Active,30.0,1.0,High Risk (>70%),0-3 Months (High Risk)
8.0,27.0,2,Mobile Phone,3,Divorced,2,0,1.0,150.85,0,6-24 Months (Regular),Far,Active,240.0,0.02,Low Risk (<30%),7-12 Months (Moderate)
7.0,27.0,2,Laptop & Accessory,2,Single,2,0,7.0,153.37,0,6-24 Months (Regular),Far,Active,210.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
14.0,7.0,4,Laptop & Accessory,3,Married,9,0,2.0,192.28,1,6-24 Months (Regular),Near,Active,420.0,0.63,Medium Risk (30-70%),12+ Months (Loyal)
1.0,26.0,5,Mobile Phone,4,Married,3,1,1.0,149.13,1,0-6 Months (New),Far,Active,30.0,1.0,High Risk (>70%),0-3 Months (High Risk)
15.0,8.0,1,Laptop & Accessory,5,Divorced,8,0,3.0,162.72,0,6-24 Months (Regular),Near,Active,450.0,0.0,Low Risk (<30%),12+ Months (Loyal)
11.0,32.0,4,Laptop & Accessory,3,Married,5,1,8.0,169.49,0,6-24 Months (Regular),Far,Active,330.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
9.0,6.0,3,Laptop & Accessory,4,Married,1,0,5.0,152.28,0,6-24 Months (Regular),Near,Active,270.0,0.02,Low Risk (<30%),7-12 Months (Moderate)
9.0,31.0,4,Mobile Phone,4,Single,5,1,2.0,123.13,1,6-24 Months (Regular),Far,Active,270.0,0.92,High Risk (>70%),7-12 Months (Moderate)
23.0,15.0,5,Grocery,4,Divorced,8,0,4.0,256.2,0,6-24 Months (Regular),Moderate,Active,690.0,0.0,Low Risk (<30%),12+ Months (Loyal)
0.0,8.0,4,Laptop & Accessory,4,Single,8,1,2.0,199.07,1,0-6 Months (New),Near,Active,0.0,0.93,High Risk (>70%),0-3 Months (High Risk)
1.0,13.0,4,Mobile Phone,5,Married,6,1,3.0,145.73,1,0-6 Months (New),Moderate,Active,30.0,0.95,High Risk (>70%),0-3 Months (High Risk)
12.0,9.0,5,Laptop & Accessory,1,Married,5,0,6.0,177.49,0,6-24 Months (Regular),Near,Active,360.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
1.0,11.0,4,Laptop & Accessory,3,Divorced,3,1,4.0,166.62,0,0-6 Months (New),Moderate,Active,30.0,0.05,Low Risk (<30%),0-3 Months (High Risk)
7.0,6.0,4,Fashion,5,Divorced,10,0,6.0,204.82,1,6-24 Months (Regular),Near,Active,210.0,0.97,High Risk (>70%),7-12 Months (Moderate)
0.0,34.0,3,Laptop & Accessory,4,Divorced,2,0,4.0,162.72,0,0-6 Months (New),Far,Active,0.0,0.0,Low Risk (<30%),0-3 Months (High Risk)
2.0,33.0,3,Laptop & Accessory,3,Divorced,5,0,1.0,143.35,0,0-6 Months (New),Far,Active,60.0,0.0,Low Risk (<30%),0-3 Months (High Risk)
7.0,15.0,3,Laptop & Accessory,3,Divorced,2,0,3.0,157.14,0,6-24 Months (Regular),Moderate,Active,210.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
20.0,7.0,3,Fashion,4,Married,1,0,3.0,219.57,0,6-24 Months (Regular),Near,Active,600.0,0.01,Low Risk (<30%),12+ Months (Loyal)
9.0,9.0,4,Mobile Phone,2,Single,1,0,1.0,120.449999999999,0,6-24 Months (Regular),Near,Active,270.0,0.06,Low Risk (<30%),7-12 Months (Moderate)
12.0,30.0,4,Grocery,1,Married,1,0,3.0,220.31,0,6-24 Months (Regular),Far,Active,360.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
5.0,19.0,4,Laptop & Accessory,1,Married,2,1,6.0,183.55,0,0-6 Months (New),Moderate,Active,150.0,0.27,Low Risk (<30%),4-6 Months (Mid-High)
9.0,16.0,5,Fashion,3,Married,3,1,16.0,231.85,0,6-24 Months (Regular),Moderate,Active,270.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
9.0,10.0,5,Mobile Phone,3,Divorced,3,0,1.0,137.81,0,6-24 Months (Regular),Near,Active,270.0,0.04,Low Risk (<30%),7-12 Months (Moderate)
19.0,8.0,5,Grocery,4,Married,4,1,7.0,268.72,0,6-24 Months (Regular),Near,Active,570.0,0.05,Low Risk (<30%),12+ Months (Loyal)
28.0,8.0,5,Others,3,Divorced,5,0,11.0,291.87,0,24+ Months (Loyal),Near,Active,840.0,0.0,Low Risk (<30%),12+ Months (Loyal)
4.0,8.0,4,Mobile Phone,4,Married,2,1,8.0,160.79,0,0-6 Months (New),Near,Active,120.0,0.01,Low Risk (<30%),4-6 Months (Mid-High)
1.0,12.0,4,Mobile Phone,1,Single,3,0,3.0,156.17,0,0-6 Months (New),Moderate,Active,30.0,0.3,Medium Risk (30-70%),0-3 Months (High Risk)
28.0,24.0,4,Fashion,3,Divorced,10,0,9.0,232.39,0,24+ Months (Loyal),Far,Active,840.0,0.0,Low Risk (<30%),12+ Months (Loyal)
14.0,18.0,4,Laptop & Accessory,3,Married,3,0,5.0,188.23,0,6-24 Months (Regular),Moderate,Active,420.0,0.0,Low Risk (<30%),12+ Months (Loyal)
0.0,9.0,3,Laptop & Accessory,3,Single,10,0,0.0,145.77,1,0-6 Months (New),Near,Active,0.0,0.8,High Risk (>70%),0-3 Months (High Risk)
15.0,18.0,3,Laptop & Accessory,1,Married,4,1,0.0,150.87,0,6-24 Months (Regular),Moderate,Active,450.0,0.06,Low Risk (<30%),12+ Months (Loyal)
20.0,29.0,3,Fashion,2,Divorced,2,0,6.0,203.12,1,6-24 Months (Regular),Far,Active,600.0,0.68,Medium Risk (30-70%),12+ Months (Loyal)
11.0,16.0,5,Fashion,3,Married,4,0,11.0,232.06,0,6-24 Months (Regular),Moderate,Active,330.0,0.04,Low Risk (<30%),7-12 Months (Moderate)
0.0,14.0,3,Mobile Phone,2,Single,2,0,2.0,126.1,0,0-6 Months (New),Moderate,Active,0.0,0.5312857142857143,Medium Risk (30-70%),0-3 Months (High Risk)
14.0,9.0,4,Others,3,Divorced,2,0,13.0,305.41,0,6-24 Months (Regular),Near,Active,420.0,0.0,Low Risk (<30%),12+ Months (Loyal)
19.0,20.0,2,Grocery,3,Single,8,1,9.0,261.95,1,6-24 Months (Regular),Moderate,Active,570.0,0.62,Medium Risk (30-70%),12+ Months (Loyal)
0.0,10.0,3,Mobile Phone,2,Divorced,2,1,6.0,136.91,1,0-6 Months (New),Near,Active,0.0,0.96,High Risk (>70%),0-3 Months (High Risk)
0.0,14.0,1,Mobile Phone,2,Divorced,9,0,0.0,125.34,0,0-6 Months (New),Moderate,Active,0.0,0.27,Low Risk (<30%),0-3 Months (High Risk)
1.0,7.0,5,Laptop & Accessory,1,Married,8,0,3.0,172.75,0,0-6 Months (New),Near,Active,30.0,0.02,Low Risk (<30%),0-3 Months (High Risk)
1.0,8.0,4,Mobile Phone,1,Single,3,0,1.0,141.11,0,0-6 Months (New),Near,Active,30.0,0.03,Low Risk (<30%),0-3 Months (High Risk)
11.0,29.0,4,Fashion,3,Single,1,0,8.0,195.26,0,6-24 Months (Regular),Far,Active,330.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
8.0,8.0,4,Mobile Phone,4,Married,3,1,4.0,148.42,1,6-24 Months (Regular),Near,Active,240.0,0.82,High Risk (>70%),7-12 Months (Moderate)
25.0,34.0,1,Grocery,3,Divorced,3,1,2.0,232.47,0,24+ Months (Loyal),Far,Active,750.0,0.01,Low Risk (<30%),12+ Months (Loyal)
1.0,17.0,5,Laptop & Accessory,2,Divorced,3,1,5.0,182.69,0,0-6 Months (New),Moderate,Active,30.0,0.32,Medium Risk (30-70%),0-3 Months (High Risk)
20.0,7.0,4,Others,1,Married,11,0,3.0,321.27,0,6-24 Months (Regular),Near,Active,600.0,0.0,Low Risk (<30%),12+ Months (Loyal)
6.0,19.0,4,Grocery,5,Single,2,1,15.0,262.58,1,0-6 Months (New),Moderate,Active,180.0,0.74,High Risk (>70%),4-6 Months (Mid-High)
1.0,33.0,4,Laptop & Accessory,1,Single,3,0,5.0,186.8,0,0-6 Months (New),Far,Active,30.0,0.03,Low Risk (<30%),0-3 Months (High Risk)
1.0,9.0,4,Mobile Phone,3,Single,3,0,3.0,152.83,0,0-6 Months (New),Near,Active,30.0,0.04,Low Risk (<30%),0-3 Months (High Risk)
7.0,6.0,4,Mobile Phone,4,Divorced,6,0,2.0,132.94,0,6-24 Months (Regular),Near,Active,210.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
3.0,30.0,1,Grocery,4,Single,5,1,0.0,231.94,1,0-6 Months (New),Far,Active,90.0,0.83,High Risk (>70%),0-3 Months (High Risk)
3.0,7.0,3,Mobile Phone,4,Married,2,0,7.0,137.48,0,0-6 Months (New),Near,Active,90.0,0.0,Low Risk (<30%),0-3 Months (High Risk)
14.0,9.0,4,Others,3,Married,2,0,10.0,319.36,0,6-24 Months (Regular),Near,Active,420.0,0.0,Low Risk (<30%),12+ Months (Loyal)
22.0,14.0,4,Grocery,4,Divorced,7,0,3.0,231.2,0,6-24 Months (Regular),Moderate,Active,660.0,0.0,Low Risk (<30%),12+ Months (Loyal)
9.0,14.0,3,Mobile Phone,3,Single,2,0,0.0,119.039999999999,1,6-24 Months (Regular),Moderate,Active,270.0,0.84,High Risk (>70%),7-12 Months (Moderate)
8.0,6.0,4,Laptop & Accessory,2,Divorced,1,0,0.0,153.63,0,6-24 Months (Regular),Near,Active,240.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
30.0,35.0,4,Grocery,1,Married,4,0,0.0,241.18,0,24+ Months (Loyal),Far,Active,900.0,0.0,Low Risk (<30%),12+ Months (Loyal)
3.0,14.0,1,Fashion,5,Divorced,1,1,3.0,214.16,0,0-6 Months (New),Moderate,Active,90.0,0.13,Low Risk (<30%),0-3 Months (High Risk)
24.0,8.0,5,Laptop & Accessory,4,Married,6,0,2.0,154.82,0,6-24 Months (Regular),Near,Active,720.0,0.0,Low Risk (<30%),12+ Months (Loyal)
8.0,12.0,3,Mobile Phone,3,Married,1,1,2.0,135.06,0,6-24 Months (Regular),Moderate,Active,240.0,0.06,Low Risk (<30%),7-12 Months (Moderate)
9.0,9.0,4,Mobile Phone,2,Divorced,4,0,0.0,121.77,0,6-24 Months (Regular),Near,Active,270.0,0.02,Low Risk (<30%),7-12 Months (Moderate)
13.0,8.0,3,Laptop & Accessory,4,Divorced,6,0,0.0,143.27,0,6-24 Months (Regular),Near,Active,390.0,0.04,Low Risk (<30%),12+ Months (Loyal)
14.0,8.0,4,Laptop & Accessory,3,Single,3,1,7.0,168.11,0,6-24 Months (Regular),Near,Active,420.0,0.02,Low Risk (<30%),12+ Months (Loyal)
19.0,13.0,5,Fashion,2,Single,8,0,3.0,213.65,0,6-24 Months (Regular),Moderate,Active,570.0,0.02,Low Risk (<30%),12+ Months (Loyal)
4.0,9.0,5,Laptop & Accessory,2,Single,7,1,1.0,193.77,0,0-6 Months (New),Near,Active,120.0,0.12,Low Risk (<30%),4-6 Months (Mid-High)
10.0,19.0,5,Fashion,2,Single,2,0,3.0,213.58,0,6-24 Months (Regular),Moderate,Active,300.0,0.02,Low Risk (<30%),7-12 Months (Moderate)
1.0,7.0,4,Fashion,5,Married,3,0,8.0,199.12,0,0-6 Months (New),Near,Active,30.0,0.05,Low Risk (<30%),0-3 Months (High Risk)
9.0,23.0,4,Fashion,4,Divorced,2,0,10.0,205.2,0,6-24 Months (Regular),Far,Active,270.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
20.0,9.0,6,Grocery,4,Married,5,1,8.0,293.72,0,6-24 Months (Regular),Near,Active,600.0,0.07,Low Risk (<30%),12+ Months (Loyal)
1.0,23.0,4,Fashion,5,Single,4,1,3.0,210.64,1,0-6 Months (New),Far,Active,30.0,0.97,High Risk (>70%),0-3 Months (High Risk)
1.0,15.0,4,Laptop & Accessory,1,Married,2,0,2.0,168.42,0,0-6 Months (New),Moderate,Active,30.0,0.28,Low Risk (<30%),0-3 Months (High Risk)
24.0,12.0,3,Others,3,Single,8,0,15.0,295.37,0,6-24 Months (Regular),Moderate,Active,720.0,0.01,Low Risk (<30%),12+ Months (Loyal)
20.0,17.0,5,Fashion,2,Divorced,4,1,3.0,215.71,0,6-24 Months (Regular),Moderate,Active,600.0,0.07,Low Risk (<30%),12+ Months (Loyal)
2.0,33.0,5,Laptop & Accessory,5,Divorced,3,0,5.0,172.24,0,0-6 Months (New),Far,Active,60.0,0.03,Low Risk (<30%),0-3 Months (High Risk)
9.0,12.0,1,Mobile Phone,5,Divorced,2,1,0.0,116.009999999999,1,6-24 Months (Regular),Moderate,Active,270.0,0.97,High Risk (>70%),7-12 Months (Moderate)
12.0,14.0,2,Mobile Phone,3,Married,3,0,4.0,151.1,0,6-24 Months (Regular),Moderate,Active,360.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
0.0,6.0,4,Laptop & Accessory,1,Married,7,0,2.0,147.75,0,0-6 Months (New),Near,Active,0.0,0.03,Low Risk (<30%),0-3 Months (High Risk)
6.0,11.0,5,Laptop & Accessory,3,Divorced,3,0,9.0,186.62,0,0-6 Months (New),Moderate,Active,180.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
1.0,7.0,4,Laptop & Accessory,3,Married,3,0,8.0,177.96,0,0-6 Months (New),Near,Active,30.0,0.09,Low Risk (<30%),0-3 Months (High Risk)
6.0,8.0,3,Mobile Phone,3,Divorced,2,0,4.0,136.0,0,0-6 Months (New),Near,Active,180.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
19.0,6.0,4,Fashion,5,Married,3,1,5.0,206.73,0,6-24 Months (Regular),Near,Active,570.0,0.02,Low Risk (<30%),12+ Months (Loyal)
5.0,19.0,3,Laptop & Accessory,2,Married,3,0,3.0,144.03,0,0-6 Months (New),Moderate,Active,150.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
5.0,15.0,3,Laptop & Accessory,2,Divorced,2,1,5.0,163.22,0,0-6 Months (New),Moderate,Active,150.0,0.02,Low Risk (<30%),4-6 Months (Mid-High)
1.0,31.0,6,Mobile Phone,1,Single,3,1,1.0,136.18,1,0-6 Months (New),Far,Active,30.0,1.0,High Risk (>70%),0-3 Months (High Risk)
0.0,21.0,4,Mobile Phone,5,Married,1,0,3.0,147.74,0,0-6 Months (New),Far,Active,0.0,0.11,Low Risk (<30%),0-3 Months (High Risk)
20.0,9.0,4,Laptop & Accessory,1,Married,4,0,5.0,198.79,0,6-24 Months (Regular),Near,Active,600.0,0.01,Low Risk (<30%),12+ Months (Loyal)
11.0,6.0,2,Laptop & Accessory,2,Single,1,0,8.0,176.25,0,6-24 Months (Regular),Near,Active,330.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
18.0,12.0,4,Fashion,2,Single,7,0,8.0,188.65,0,6-24 Months (Regular),Moderate,Active,540.0,0.01,Low Risk (<30%),12+ Months (Loyal)
1.0,10.0,4,Mobile Phone,5,Single,3,1,8.0,158.48,1,0-6 Months (New),Near,Active,30.0,1.0,High Risk (>70%),0-3 Months (High Risk)
0.0,27.0,1,Mobile Phone,1,Single,2,0,2.0,126.78,0,0-6 Months (New),Far,Active,0.0,0.07200000000000001,Low Risk (<30%),0-3 Months (High Risk)
8.0,32.0,3,Laptop & Accessory,5,Married,3,0,0.0,142.86,1,6-24 Months (Regular),Far,Active,240.0,0.61,Medium Risk (30-70%),7-12 Months (Moderate)
9.0,6.0,3,Mobile Phone,4,Single,2,1,2.0,123.02,1,6-24 Months (Regular),Near,Active,270.0,0.93,High Risk (>70%),7-12 Months (Moderate)
11.0,17.0,4,Mobile Phone,5,Married,8,0,4.0,159.52,0,6-24 Months (Regular),Moderate,Active,330.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
18.0,10.0,4,Others,2,Divorced,6,1,2.0,320.13,0,6-24 Months (Regular),Near,Active,540.0,0.05,Low Risk (<30%),12+ Months (Loyal)
19.0,13.0,5,Fashion,1,Single,8,0,3.0,213.65,0,6-24 Months (Regular),Moderate,Active,570.0,0.02,Low Risk (<30%),12+ Months (Loyal)
25.0,12.0,3,Laptop & Accessory,5,Married,4,1,9.0,155.77,0,24+ Months (Loyal),Moderate,Active,750.0,0.0,Low Risk (<30%),12+ Months (Loyal)
29.0,7.0,3,Laptop & Accessory,3,Married,2,0,9.0,163.06,0,24+ Months (Loyal),Near,Active,870.0,0.0,Low Risk (<30%),12+ Months (Loyal)
1.0,14.0,5,Fashion,2,Married,11,0,2.0,240.57,0,0-6 Months (New),Moderate,Active,30.0,0.38,Medium Risk (30-70%),0-3 Months (High Risk)
12.0,15.0,3,Laptop & Accessory,4,Single,21,0,3.0,167.82,0,6-24 Months (Regular),Moderate,Active,360.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
4.0,6.0,3,Laptop & Accessory,2,Single,9,1,5.0,159.93,1,0-6 Months (New),Near,Active,120.0,0.83,High Risk (>70%),4-6 Months (Mid-High)
25.0,8.0,4,Others,3,Single,2,1,12.0,290.68,0,24+ Months (Loyal),Near,Active,750.0,0.0,Low Risk (<30%),12+ Months (Loyal)
0.0,14.0,3,Mobile Phone,1,Single,2,0,2.0,126.1,0,0-6 Months (New),Moderate,Active,0.0,0.5312857142857143,Medium Risk (30-70%),0-3 Months (High Risk)
8.0,27.0,3,Laptop & Accessory,1,Married,2,1,7.0,140.14,0,6-24 Months (Regular),Far,Active,240.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
6.0,10.0,4,Fashion,2,Single,5,0,8.0,236.589999999999,0,0-6 Months (New),Near,Active,180.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
17.0,14.0,3,Mobile Phone,5,Married,2,1,1.0,125.59,0,6-24 Months (Regular),Moderate,Active,510.0,0.09,Low Risk (<30%),12+ Months (Loyal)
11.0,14.0,4,Mobile Phone,4,Married,5,0,5.0,124.68,0,6-24 Months (Regular),Moderate,Active,330.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
8.0,7.0,5,Mobile Phone,4,Divorced,7,0,3.0,157.94,0,6-24 Months (Regular),Near,Active,240.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
13.0,8.0,3,Laptop & Accessory,1,Single,2,0,8.0,146.61,0,6-24 Months (Regular),Near,Active,390.0,0.0,Low Risk (<30%),12+ Months (Loyal)
